time_secs,time_nsecs,odom_x,odom_y
1619604770,39040338,0.0,0.0
1619604770,59451383,0.0,0.0
1619604770,79297745,0.0,0.0
1619604770,99280430,0.0,0.0
1619604770,120771770,0.0,0.0
1619604770,146007727,0.0,0.0
1619604770,160006974,0.0,0.0
1619604770,179690680,0.0,0.0
1619604770,199668653,0.0,0.0
1619604770,219111021,0.0,0.0
1619604770,239645843,0.0,0.0
1619604770,259672766,0.0,0.0
1619604770,279742460,0.0,0.0
1619604770,299697905,0.0,0.0
1619604770,319249370,0.0,0.0
1619604770,340721762,0.0,0.0
1619604770,360841590,0.0,0.0
1619604770,379053056,0.0,0.0
1619604770,399208872,0.0,0.0
1619604770,419341029,0.0,0.0
1619604770,442623474,0.0,0.0
1619604770,460684488,0.0,0.0
1619604770,480846306,0.0,0.0
1619604770,500183587,0.0,0.0
1619604770,519461690,0.0,0.0
1619604770,539019113,0.0,0.0
1619604770,559038944,0.0,0.0
1619604770,579318056,0.0,0.0
1619604770,599725574,0.0,0.0
1619604770,620563799,0.0,0.0
1619604770,640554933,0.0,0.0
1619604770,659163147,0.0,0.0
1619604770,679619560,0.0,0.0
1619604770,700524121,0.0,0.0
1619604770,719260136,0.0,0.0
1619604770,740480605,0.0,0.0
1619604770,759225357,0.0,0.0
1619604770,779086735,0.0,0.0
1619604770,800944637,0.0,0.0
1619604770,819382399,0.0,0.0
1619604770,840270857,0.0,0.0
1619604770,860413017,0.0,0.0
1619604770,879788247,0.0,0.0
1619604770,899295356,0.0,0.0
1619604770,919868471,0.0,0.0
1619604770,940355521,0.0,0.0
1619604770,959644161,0.0,0.0
1619604770,979694371,0.0,0.0
1619604770,999717480,0.0,0.0
1619604771,19887223,0.0,0.0
1619604771,39557728,0.0,0.0
1619604771,59626809,0.0,0.0
1619604771,79688660,0.0,0.0
1619604771,99597312,0.0,0.0
1619604771,119047963,0.0,0.0
1619604771,147093318,0.0,0.0
1619604771,160374976,0.0,0.0
1619604771,179256456,0.0,0.0
1619604771,199721441,0.0,0.0
1619604771,219650102,0.0,0.0
1619604771,239566818,0.0,0.0
1619604771,259061768,0.0,0.0
1619604771,279067086,0.0,0.0
1619604771,299072498,0.0,0.0
1619604771,319056379,0.0,0.0
1619604771,340352349,0.0,0.0
1619604771,359027118,0.0,0.0
1619604771,379235851,0.0,0.0
1619604771,399397455,0.0,0.0
1619604771,419181466,0.0,0.0
1619604771,439759753,0.0,0.0
1619604771,463091540,0.0,0.0
1619604771,479039953,0.0,0.0
1619604771,499019155,0.0,0.0
1619604771,520249285,0.0,0.0
1619604771,540098731,0.0,0.0
1619604771,559038369,0.0,0.0
1619604771,580235937,0.0,0.0
1619604771,599622706,0.0,0.0
1619604771,620244250,0.0,0.0
1619604771,640313452,0.0,0.0
1619604771,660232696,0.0,0.0
1619604771,680272079,0.0,0.0
1619604771,700309187,0.0,0.0
