time_secs,time_nsecs,odom_x,odom_y
1619605114,162176399,0.0,0.0
1619605114,184153135,0.0,0.0
1619605114,201735396,0.0,0.0
1619605114,222668543,0.0,0.0
1619605114,241742861,0.0,0.0
1619605114,261696161,0.0,0.0
1619605114,281331090,0.0,0.0
1619605114,303735280,0.0,0.0
1619605114,323706254,0.0,0.0
1619605114,343928484,0.0,0.0
1619605114,361820472,0.0,0.0
1619605114,382903345,0.0,0.0
1619605114,401285033,0.0,0.0
1619605114,423389375,0.0,0.0
1619605114,441348431,0.0,0.0
1619605114,462363711,0.0,0.0
1619605114,483678376,0.0,0.0
1619605114,501441673,0.0,0.0
1619605114,522573536,0.0,0.0
1619605114,543832029,0.0,0.0
1619605114,563423740,0.0,0.0
1619605114,581917176,0.0,0.0
1619605114,602442933,0.0,0.0
1619605114,621401909,0.0,0.0
1619605114,641996288,0.0,0.0
1619605114,663038474,0.0,0.0
1619605114,685029897,0.0,0.0
1619605114,701988041,0.0,0.0
1619605114,721341642,0.0,0.0
1619605114,744086196,0.0,0.0
1619605114,762157791,0.0,0.0
1619605114,782259519,0.0,0.0
1619605114,801247106,0.0,0.0
1619605114,822220248,0.0,0.0
1619605114,841702752,0.0,0.0
1619605114,861323445,0.0,0.0
1619605114,881925740,0.0,0.0
1619605114,903009614,0.0,0.0
1619605114,921481675,0.0,0.0
1619605114,942455578,0.0,0.0
1619605114,961335718,0.0,0.0
1619605114,981818711,0.0,0.0
1619605115,1388293,0.0,0.0
1619605115,21582359,0.0,0.0
1619605115,41958320,0.0,0.0
1619605115,61950623,0.0,0.0
1619605115,82307104,0.0,0.0
1619605115,102217736,0.0,0.0
1619605115,122172148,0.0,0.0
1619605115,142126285,0.0,0.0
1619605115,162945557,0.0,0.0
1619605115,181413252,0.0,0.0
1619605115,202020181,0.0,0.0
1619605115,221938834,0.0,0.0
1619605115,241337281,0.0,0.0
1619605115,262213501,0.0,0.0
1619605115,281310209,0.0,0.0
1619605115,302300579,0.0,0.0
1619605115,322216716,0.0,0.0
1619605115,342223208,0.0,0.0
1619605115,362384838,0.0,0.0
1619605115,382172653,0.0,0.0
1619605115,402374543,0.0,0.0
1619605115,422139065,0.0,0.0
1619605115,441400734,0.0,0.0
1619605115,462539522,0.0,0.0
1619605115,486461936,0.0,0.0
1619605115,502477231,0.0,0.0
1619605115,522505634,0.0,0.0
1619605115,542441633,0.0,0.0
1619605115,562478008,0.0,0.0
1619605115,582568900,0.0,0.0
1619605115,602470929,0.0,0.0
1619605115,622709823,0.0,0.0
1619605115,642388816,0.0,0.0
1619605115,662495687,0.0,0.0
1619605115,682733850,0.0,0.0
1619605115,701443898,0.0,0.0
1619605115,721428398,0.0,0.0
1619605115,742658995,0.0,0.0
