time_secs,time_nsecs,odom_x,odom_y
1619605362,619907001,0.0,0.0
1619605362,640150920,0.0,0.0
1619605362,658113521,0.0,0.0
1619605362,679073965,0.0,0.0
1619605362,700190937,0.0,0.0
1619605362,718196474,0.0,0.0
1619605362,739064393,0.0,0.0
1619605362,758921795,0.0,0.0
1619605362,779423583,0.0,0.0
1619605362,799065657,0.0,0.0
1619605362,820163754,0.0,0.0
1619605362,838116993,0.0,0.0
1619605362,859281564,0.0,0.0
1619605362,880094342,0.0,0.0
1619605362,897861786,0.0,0.0
1619605362,919051871,0.0,0.0
1619605362,939899608,0.0,0.0
1619605362,958338670,0.0,0.0
1619605362,979779182,0.0,0.0
1619605362,997864098,0.0,0.0
1619605363,17820017,0.0,0.0
1619605363,37891145,0.0,0.0
1619605363,60054304,0.0,0.0
1619605363,77922040,0.0,0.0
1619605363,97658962,0.0,0.0
1619605363,117634128,0.0,0.0
1619605363,138948767,0.0,0.0
1619605363,160349000,0.0,0.0
1619605363,177977548,0.0,0.0
1619605363,199308948,0.0,0.0
1619605363,218127327,0.0,0.0
1619605363,238073602,0.0,0.0
1619605363,258182985,0.0,0.0
1619605363,279166727,0.0,0.0
1619605363,299123413,0.0,0.0
1619605363,318148395,0.0,0.0
1619605363,337804428,0.0,0.0
1619605363,359281549,0.0,0.0
1619605363,378138851,0.0,0.0
1619605363,398144464,0.0,0.0
1619605363,418110431,0.0,0.0
1619605363,438679834,0.0,0.0
1619605363,458047257,0.0,0.0
1619605363,478819080,0.0,0.0
1619605363,498231795,0.0,0.0
1619605363,518202029,0.0,0.0
1619605363,539239274,0.0,0.0
1619605363,557659388,0.0,0.0
1619605363,579259641,0.0,0.0
1619605363,597629408,0.0,0.0
1619605363,617718609,0.0,0.0
1619605363,640270825,0.0,0.0
1619605363,658217557,0.0,0.0
1619605363,677898625,0.0,0.0
1619605363,698754768,0.0,0.0
1619605363,717741348,0.0,0.0
1619605363,737859304,0.0,0.0
1619605363,757778414,0.0,0.0
1619605363,777755621,0.0,0.0
1619605363,797691685,0.0,0.0
1619605363,818935718,0.0,0.0
1619605363,838326440,0.0,0.0
1619605363,857865119,0.0,0.0
1619605363,877675450,0.0,0.0
1619605363,897955768,0.0,0.0
1619605363,917912015,0.0,0.0
1619605363,938910437,0.0,0.0
1619605363,959157282,0.0,0.0
1619605363,978224061,0.0,0.0
1619605363,998164551,0.0,0.0
1619605364,19121496,0.0,0.0
1619605364,38165083,0.0,0.0
1619605364,58106097,0.0,0.0
1619605364,79033128,0.0,0.0
1619605364,99083919,0.0,0.0
1619605364,119224154,0.0,0.0
1619605364,139087545,0.0,0.0
1619605364,159222147,0.0,0.0
1619605364,177987387,0.0,0.0
1619605364,198186089,0.0,0.0
1619605364,217682572,0.0,0.0
1619605364,239071280,0.0,0.0
1619605364,257746280,0.0,0.0
1619605364,278007260,0.0,0.0
1619605364,298107743,0.0,0.0
1619605364,317807185,0.0,0.0
1619605364,338198604,0.0,0.0
1619605364,358286714,0.0,0.0
1619605364,379086782,0.0,0.0
1619605364,399693077,0.0,0.0
1619605364,417875488,0.0,0.0
1619605364,438654131,0.0,0.0
1619605364,458929989,0.0,0.0
1619605364,478765377,0.0,0.0
1619605364,499033818,0.0,0.0
1619605364,517627832,0.0,0.0
1619605364,537709499,0.0,0.0
1619605364,558820130,0.0,0.0
1619605364,577680520,0.0,0.0
1619605364,597712504,0.0,0.0
1619605364,618755322,0.0,0.0
1619605364,637660733,-53.74422073364258,16.897972106933594
1619605364,657687209,-53.74422073364258,16.897972106933594
1619605364,678012868,-53.74422073364258,16.897972106933594
1619605364,697710822,-53.74422073364258,16.897972106933594
1619605364,717802737,-53.74422073364258,16.897972106933594
1619605364,737825005,-53.74422073364258,16.897972106933594
1619605364,757676588,-53.74422073364258,16.897972106933594
1619605364,777893721,-53.74422073364258,16.897972106933594
1619605364,797697796,-53.74422073364258,16.897972106933594
1619605364,817765941,-53.74422073364258,16.897972106933594
1619605364,837655828,-53.74422073364258,16.897972106933594
1619605364,858819747,-53.74422073364258,16.897972106933594
1619605364,879330582,-53.74422073364258,16.897972106933594
