time_secs,time_nsecs,odom_x,odom_y
1619604628,953706881,0.0,0.0
1619604628,973384528,0.0,0.0
1619604628,993168557,0.0,0.0
1619604629,12930051,0.0,0.0
1619604629,33356230,0.0,0.0
1619604629,53391987,0.0,0.0
1619604629,73414281,0.0,0.0
1619604629,93401340,0.0,0.0
1619604629,113317372,0.0,0.0
1619604629,133366738,0.0,0.0
1619604629,153322453,0.0,0.0
1619604629,173404632,0.0,0.0
1619604629,193406351,0.0,0.0
1619604629,213289301,0.0,0.0
1619604629,233374402,0.0,0.0
1619604629,252882159,0.0,0.0
1619604629,273156069,0.0,0.0
1619604629,293119126,0.0,0.0
1619604629,313401236,0.0,0.0
1619604629,333029873,0.0,0.0
1619604629,353360326,0.0,0.0
1619604629,373358472,0.0,0.0
1619604629,393434059,0.0,0.0
1619604629,413523054,0.0,0.0
1619604629,433402226,0.0,0.0
1619604629,452901647,0.0,0.0
1619604629,473415603,0.0,0.0
1619604629,493344633,0.0,0.0
1619604629,513201519,0.0,0.0
1619604629,533374516,0.0,0.0
1619604629,553375670,0.0,0.0
1619604629,573497045,0.0,0.0
1619604629,593337267,0.0,0.0
1619604629,613536007,0.0,0.0
1619604629,633437350,0.0,0.0
1619604629,653349389,0.0,0.0
1619604629,673351875,0.0,0.0
1619604629,693966801,0.0,0.0
1619604629,713371793,0.0,0.0
1619604629,733692106,0.0,0.0
1619604629,753754848,0.0,0.0
1619604629,773854656,0.0,0.0
1619604629,793844860,0.0,0.0
1619604629,813232188,0.0,0.0
1619604629,833250785,0.0,0.0
1619604629,853270450,0.0,0.0
1619604629,873212248,0.0,0.0
1619604629,893364256,0.0,0.0
1619604629,913254499,0.0,0.0
1619604629,933321994,0.0,0.0
1619604629,953228515,0.0,0.0
1619604629,973377329,0.0,0.0
1619604629,996791846,0.0,0.0
1619604630,13427387,0.0,0.0
1619604630,34017202,0.0,0.0
1619604630,53977120,0.0,0.0
1619604630,72839235,0.0,0.0
1619604630,94131790,0.0,0.0
1619604630,113986194,0.0,0.0
1619604630,133906276,0.0,0.0
1619604630,153971153,0.0,0.0
1619604630,173978379,0.0,0.0
1619604630,193958670,0.0,0.0
1619604630,214080233,0.0,0.0
1619604630,233954740,0.0,0.0
1619604630,253955114,0.0,0.0
1619604630,274133216,0.0,0.0
1619604630,294000621,0.0,0.0
1619604630,314814696,0.0,0.0
1619604630,334331084,0.0,0.0
1619604630,354248906,0.0,0.0
1619604630,374253732,0.0,0.0
1619604630,394267736,0.0,0.0
1619604630,414235058,0.0,0.0
1619604630,433984357,0.0,0.0
1619604630,453991216,0.0,0.0
1619604630,473228091,0.0,0.0
1619604630,492813262,0.0,0.0
1619604630,513679411,0.0,0.0
1619604630,533906653,0.0,0.0
1619604630,553967191,0.0,0.0
