time_secs,time_nsecs,odom_x,odom_y
1619604511,461667595,0.0,0.0
1619604511,482982973,0.0,0.0
1619604511,501352775,0.0,0.0
1619604511,522883654,0.0,0.0
1619604511,543273772,0.0,0.0
1619604511,561244931,0.0,0.0
1619604511,582308949,0.0,0.0
1619604511,603233632,0.0,0.0
1619604511,621255136,0.0,0.0
1619604511,641286183,0.0,0.0
1619604511,662593287,0.0,0.0
1619604511,681465442,0.0,0.0
1619604511,702269769,0.0,0.0
1619604511,723914459,0.0,0.0
1619604511,741155614,0.0,0.0
1619604511,768211607,0.0,0.0
1619604511,783057056,0.0,0.0
1619604511,801365073,0.0,0.0
1619604511,821327436,0.0,0.0
1619604511,842031431,0.0,0.0
1619604511,863328919,0.0,0.0
1619604511,881377540,0.0,0.0
1619604511,902420371,0.0,0.0
1619604511,923350355,0.0,0.0
1619604511,941203312,0.0,0.0
1619604511,962329138,0.0,0.0
1619604511,983098696,0.0,0.0
1619604512,1704755,0.0,0.0
1619604512,22361729,0.0,0.0
1619604512,43005010,0.0,0.0
1619604512,61541728,0.0,0.0
1619604512,82864916,0.0,0.0
1619604512,102187596,0.0,0.0
1619604512,121202636,0.0,0.0
1619604512,141537234,0.0,0.0
1619604512,163911865,0.0,0.0
1619604512,181635020,0.0,0.0
1619604512,201165228,0.0,0.0
1619604512,222135192,0.0,0.0
1619604512,241149447,0.0,0.0
1619604512,261168286,0.0,0.0
1619604512,281897138,0.0,0.0
1619604512,301414494,0.0,0.0
1619604512,322208922,0.0,0.0
1619604512,343253749,0.0,0.0
1619604512,361151180,0.0,0.0
1619604512,382093321,0.0,0.0
1619604512,403154525,0.0,0.0
1619604512,421219404,0.0,0.0
1619604512,442427261,0.0,0.0
1619604512,462989125,0.0,0.0
1619604512,481301114,0.0,0.0
1619604512,502641314,0.0,0.0
1619604512,523208144,0.0,0.0
1619604512,541284817,0.0,0.0
1619604512,562248112,0.0,0.0
1619604512,581277916,0.0,0.0
1619604512,601301482,0.0,0.0
1619604512,622227173,0.0,0.0
1619604512,641028814,0.0,0.0
1619604512,661107104,0.0,0.0
1619604512,682189086,0.0,0.0
1619604512,701076287,0.0,0.0
1619604512,723203384,0.0,0.0
1619604512,741131402,0.0,0.0
1619604512,762173475,0.0,0.0
1619604512,783173579,0.0,0.0
1619604512,802710864,0.0,0.0
1619604512,822129585,0.0,0.0
1619604512,843154714,0.0,0.0
1619604512,861230690,0.0,0.0
1619604512,882105759,0.0,0.0
1619604512,903129515,0.0,0.0
1619604512,921131620,0.0,0.0
1619604512,942138801,0.0,0.0
1619604512,961050561,0.0,0.0
1619604512,983236953,0.0,0.0
1619604513,1144744,0.0,0.0
1619604513,21113161,0.0,0.0
1619604513,41160177,0.0,0.0
1619604513,61285957,0.0,0.0
1619604513,81313155,0.0,0.0
1619604513,101136134,0.0,0.0
1619604513,121153730,0.0,0.0
1619604513,141162605,0.0,0.0
1619604513,161173103,0.0,0.0
1619604513,181117353,0.0,0.0
1619604513,201132546,0.0,0.0
1619604513,221549431,0.0,0.0
1619604513,241574791,0.0,0.0
1619604513,261538667,0.0,0.0
1619604513,281488980,0.0,0.0
1619604513,301527350,0.0,0.0
1619604513,321455110,0.0,0.0
1619604513,341283704,0.0,0.0
1619604513,361507392,0.0,0.0
1619604513,381515938,0.0,0.0
1619604513,401256855,0.0,0.0
1619604513,421563722,0.0,0.0
1619604513,441165563,0.0,0.0
1619604513,460992508,0.0,0.0
1619604513,481686501,0.0,0.0
1619604513,501534735,0.0,0.0
1619604513,521039851,0.0,0.0
1619604513,541748022,0.0,0.0
1619604513,561491343,0.0,0.0
1619604513,581482545,0.0,0.0
1619604513,601525917,0.0,0.0
1619604513,621615234,0.0,0.0
1619604513,641268897,0.0,0.0
1619604513,660954149,0.0,0.0
1619604513,681497090,0.0,0.0
1619604513,701550336,0.0,0.0
