x,y
-44.71040009185672,33.83359998092055
-44.760800091922285,33.78319998085499
-44.81120009198785,33.78319998085499
-44.861600092053415,33.78319998085499
-44.91200009211898,33.78319998085499
-44.962400092184545,33.78319998085499
-45.01280009225011,33.78319998085499
-45.063200092315675,33.78319998085499
-45.11360009238124,33.78319998085499
-45.164000092446805,33.78319998085499
-45.21440009251237,33.78319998085499
-45.264800092577936,33.78319998085499
-45.3152000926435,33.78319998085499
-45.365600092709066,33.78319998085499
-45.41600009277463,33.78319998085499
-45.466400092840196,33.78319998085499
-45.51680009290576,33.78319998085499
-45.567200092971326,33.78319998085499
-45.61760009303689,33.78319998085499
-45.66800009310246,33.78319998085499
-45.71840009316802,33.78319998085499
-45.76880009323359,33.78319998085499
-45.81920009329915,33.78319998085499
-45.86960009336472,33.78319998085499
-45.92000009343028,33.78319998085499
-45.97040009349585,33.78319998085499
-46.02080009356141,33.78319998085499
-46.07120009362698,33.78319998085499
-46.12160009369254,33.78319998085499
-46.17200009375811,33.78319998085499
-46.22240009382367,33.78319998085499
-46.27280009388924,33.78319998085499
-46.3232000939548,33.78319998085499
-46.37360009402037,33.73279998078942
-46.42400009408593,33.68239998072386
-46.4744000941515,33.63199998065829
-46.52480009421706,33.58159998059273
-46.57520009428263,33.53119998052716
-46.625600094348194,33.4807999804616
-46.67600009441376,33.4807999804616
-46.726400094479324,33.4807999804616
-46.77680009454489,33.4807999804616
-46.827200094610454,33.4807999804616
-46.87760009467602,33.4807999804616
-46.928000094741584,33.4807999804616
-46.97840009480715,33.4807999804616
-47.028800094872715,33.4807999804616
-47.07920009493828,33.4807999804616
-47.129600095003845,33.4807999804616
-47.18000009506941,33.4807999804616
-47.230400095134975,33.4807999804616
-47.28080009520054,33.4807999804616
-47.331200095266105,33.4807999804616
-47.38160009533167,33.4807999804616
-47.432000095397235,33.4807999804616
-47.4824000954628,33.4807999804616
-47.532800095528366,33.4807999804616
-47.58320009559393,33.4807999804616
-47.633600095659496,33.4807999804616
-47.68400009572506,33.4807999804616
-47.734400095790626,33.4807999804616
-47.78480009585619,33.4807999804616
-47.835200095921756,33.4807999804616
-47.88560009598732,33.4807999804616
-47.93600009605289,33.4807999804616
-47.98640009611845,33.4807999804616
-48.03680009618402,33.4807999804616
-48.08720009624958,33.4807999804616
-48.13760009631515,33.4807999804616
-48.18800009638071,33.4807999804616
-48.23840009644628,33.4807999804616
-48.28880009651184,33.4807999804616
-48.33920009657741,33.4807999804616
-48.38960009664297,33.4807999804616
-48.44000009670854,33.4807999804616
-48.4904000967741,33.4807999804616
-48.54080009683967,33.4807999804616
-48.59120009690523,33.4807999804616
-48.6416000969708,33.4807999804616
-48.69200009703636,33.4807999804616
-48.74240009710193,33.4807999804616
-48.79280009716749,33.4807999804616
-48.84320009723306,33.4807999804616
-48.89360009729862,33.4807999804616
-48.94400009736419,33.4807999804616
-48.994400097429754,33.4807999804616
-49.04480009749532,33.4807999804616
-49.095200097560884,33.4807999804616
-49.14560009762645,33.4807999804616
-49.196000097692014,33.4807999804616
-49.24640009775758,33.4807999804616
-49.296800097823144,33.4807999804616
-49.34720009788871,33.4807999804616
-49.397600097954275,33.4807999804616
-49.44800009801984,33.4807999804616
-49.498400098085405,33.4807999804616
-49.54880009815097,33.4807999804616
-49.599200098216535,33.4807999804616
-49.6496000982821,33.4807999804616
-49.700000098347665,33.4807999804616
-49.75040009841323,33.4807999804616
-49.800800098478796,33.4807999804616
-49.85120009854436,33.4807999804616
-49.901600098609926,33.4807999804616
-49.95200009867549,33.4807999804616
-50.002400098741056,33.4807999804616
-50.05280009880662,33.4807999804616
-50.103200098872186,33.4807999804616
-50.15360009893775,33.4807999804616
-50.204000099003316,33.4807999804616
