time_secs,time_nsecs,odom_x,odom_y
1619603069,35736330,0.0,0.0
1619603069,54317090,0.0,0.0
1619603069,75278848,0.0,0.0
1619603069,95480646,0.0,0.0
1619603069,115828241,0.0,0.0
1619603069,135649454,0.0,0.0
1619603069,155626629,0.0,0.0
1619603069,175780919,0.0,0.0
1619603069,194756404,0.0,0.0
1619603069,214255234,0.0,0.0
1619603069,235775259,0.0,0.0
1619603069,255740502,0.0,0.0
1619603069,275707572,0.0,0.0
1619603069,295639252,0.0,0.0
1619603069,315206577,0.0,0.0
1619603069,335628402,0.0,0.0
1619603069,355729173,0.0,0.0
1619603069,375591249,0.0,0.0
1619603069,394736621,0.0,0.0
1619603069,415323531,0.0,0.0
1619603069,434900055,0.0,0.0
1619603069,455703085,0.0,0.0
1619603069,475720643,0.0,0.0
1619603069,495746740,0.0,0.0
1619603069,514322957,0.0,0.0
1619603069,534816212,0.0,0.0
1619603069,554313865,0.0,0.0
1619603069,575873507,0.0,0.0
1619603069,595964582,0.0,0.0
1619603069,614315641,0.0,0.0
1619603069,635481817,0.0,0.0
1619603069,655792016,0.0,0.0
1619603069,675789943,0.0,0.0
1619603069,695742141,0.0,0.0
1619603069,715780216,0.0,0.0
1619603069,735165034,0.0,0.0
1619603069,754245023,0.0,0.0
1619603069,796282461,0.0,0.0
1619603069,796699516,0.0,0.0
1619603069,814872746,0.0,0.0
1619603069,835002491,0.0,0.0
1619603069,855759148,0.0,0.0
1619603069,874968213,0.0,0.0
1619603069,894938651,0.0,0.0
1619603069,914947627,0.0,0.0
1619603069,934966966,0.0,0.0
1619603069,954353929,0.0,0.0
1619603069,974910940,0.0,0.0
1619603069,994945525,0.0,0.0
1619603070,15242218,0.0,0.0
1619603070,34946680,0.0,0.0
1619603070,54986577,0.0,0.0
1619603070,74489045,0.0,0.0
1619603070,95073164,0.0,0.0
1619603070,114865226,0.0,0.0
1619603070,134969391,0.0,0.0
1619603070,154853509,0.0,0.0
1619603070,174243731,0.0,0.0
1619603070,194942867,0.0,0.0
1619603070,214524539,0.0,0.0
1619603070,234393729,0.0,0.0
1619603070,254895265,0.0,0.0
1619603070,274934720,0.0,0.0
1619603070,295005612,0.0,0.0
1619603070,314238410,0.0,0.0
1619603070,334890807,0.0,0.0
1619603070,354914601,0.0,0.0
1619603070,374353571,0.0,0.0
1619603070,394920765,0.0,0.0
1619603070,414330113,0.0,0.0
1619603070,434911043,0.0,0.0
1619603070,454858110,0.0,0.0
1619603070,474860361,0.0,0.0
1619603070,494971424,0.0,0.0
1619603070,514873076,0.0,0.0
1619603070,534969946,0.0,0.0
1619603070,554592650,0.0,0.0
1619603070,574907165,0.0,0.0
1619603070,594899448,0.0,0.0
1619603070,614865029,0.0,0.0
1619603070,634943225,0.0,0.0
1619603070,655018500,0.0,0.0
